LGA,2013,1,1,1,39.92,26.06,57.33,260,13.80936,23.0156,0,1011.9,10,2013-01-01 06:00:00.000000 +00:00
LGA,2013,1,1,2,41,26.06,54.97,260,17.2617,25.31716,0,1011.5,10,2013-01-01 07:00:00.000000 +00:00
LGA,2013,1,1,3,41,26.06,54.97,260,16.11092,24.16638,0,1012,10,2013-01-01 08:00:00.000000 +00:00
LGA,2013,1,1,4,41,26.06,54.97,260,17.2617,25.31716,0,1011.8,10,2013-01-01 09:00:00.000000 +00:00
LGA,2013,1,1,5,39.92,24.98,54.81,250,14.96014,21.86482,0,1011.4,10,2013-01-01 10:00:00.000000 +00:00
LGA,2013,1,1,6,39.92,24.98,54.81,260,16.11092,23.0156,0,1011.7,10,2013-01-01 11:00:00.000000 +00:00
LGA,2013,1,1,7,39.92,26.06,57.33,250,14.96014,25.31716,0,1011.9,10,2013-01-01 12:00:00.000000 +00:00
LGA,2013,1,1,8,39.92,26.06,57.33,250,14.96014,28.7695,0,1011.8,10,2013-01-01 13:00:00.000000 +00:00
LGA,2013,1,1,9,39.92,26.06,57.33,260,18.41248,24.16638,0,1012.2,10,2013-01-01 14:00:00.000000 +00:00
LGA,2013,1,1,10,39.92,26.06,57.33,270,12.65858,20.71404,0,1012.1,10,2013-01-01 15:00:00.000000 +00:00
LGA,2013,1,1,11,39.92,26.06,57.33,290,16.11092,,0,1011.1,10,2013-01-01 16:00:00.000000 +00:00
LGA,2013,1,1,12,37.94,28.4,69.67,330,17.2617,,0,,10,2013-01-01 17:00:00.000000 +00:00
LGA,2013,1,1,13,37.94,24.98,59.22,310,16.11092,20.71404,0,1010.6,9,2013-01-01 18:00:00.000000 +00:00
LGA,2013,1,1,14,39.02,24.08,54.68,300,9.20624,,0,1010.7,10,2013-01-01 19:00:00.000000 +00:00
LGA,2013,1,1,15,39.02,21.92,49.93,310,12.65858,21.86482,0,1011.4,10,2013-01-01 20:00:00.000000 +00:00
LGA,2013,1,1,16,37.94,21.02,50.14,330,11.5078,,0,1011.7,10,2013-01-01 21:00:00.000000 +00:00
LGA,2013,1,1,17,35.96,17.06,45.76,300,18.41248,27.61872,0,1013.1,10,2013-01-01 22:00:00.000000 +00:00
LGA,2013,1,1,18,33.98,15.98,47.25,320,14.96014,24.16638,0,1013.9,10,2013-01-01 23:00:00.000000 +00:00
LGA,2013,1,1,19,33.08,14,44.92,330,13.80936,25.31716,0,1014.1,10,2013-01-02 00:00:00.000000 +00:00
LGA,2013,1,1,20,32,15.08,49.19,330,12.65858,,0,1014.9,10,2013-01-02 01:00:00.000000 +00:00
LGA,2013,1,1,21,30.02,14,50.84,320,16.11092,26.46794,0,1015.4,10,2013-01-02 02:00:00.000000 +00:00
LGA,2013,1,1,22,28.94,12.02,48.69,310,24.16638,28.7695,0,1016.2,10,2013-01-02 03:00:00.000000 +00:00
LGA,2013,1,1,23,28.04,12.02,50.52,310,14.96014,,0,1016.3,10,2013-01-02 04:00:00.000000 +00:00
LGA,2013,1,2,0,26.96,10.94,50.34,320,16.11092,,0,1016.2,10,2013-01-02 05:00:00.000000 +00:00
LGA,2013,1,2,1,26.96,12.92,54.95,310,17.2617,,0,1016.2,10,2013-01-02 06:00:00.000000 +00:00
LGA,2013,1,2,2,26.06,12.02,54.82,330,16.11092,,0,1016.2,10,2013-01-02 07:00:00.000000 +00:00
LGA,2013,1,2,3,24.98,10.04,52.5,320,13.80936,,0,1016.4,10,2013-01-02 08:00:00.000000 +00:00
LGA,2013,1,2,4,24.08,10.04,54.51,330,9.20624,,0,1016.7,10,2013-01-02 09:00:00.000000 +00:00
LGA,2013,1,2,5,24.08,10.04,54.51,350,10.35702,,0,1016.5,10,2013-01-02 10:00:00.000000 +00:00
LGA,2013,1,2,6,24.08,10.04,54.51,320,6.90468,,0,1016.8,10,2013-01-02 11:00:00.000000 +00:00
LGA,2013,1,2,7,24.08,8.96,51.93,330,8.05546,,0,1017.3,10,2013-01-02 12:00:00.000000 +00:00
LGA,2013,1,2,8,24.98,10.04,52.5,310,13.80936,19.56326,0,1017.9,10,2013-01-02 13:00:00.000000 +00:00
LGA,2013,1,2,9,26.96,10.04,48.36,300,12.65858,18.41248,0,1018.5,10,2013-01-02 14:00:00.000000 +00:00
LGA,2013,1,2,10,28.04,10.94,48.15,320,11.5078,23.0156,0,1018,10,2013-01-02 15:00:00.000000 +00:00
LGA,2013,1,2,11,28.94,12.02,48.69,300,12.65858,,0,1017.2,10,2013-01-02 16:00:00.000000 +00:00
LGA,2013,1,2,12,30.92,12.92,46.74,310,18.41248,23.0156,0,1016.2,10,2013-01-02 17:00:00.000000 +00:00
LGA,2013,1,2,13,32,12.92,44.74,310,14.96014,,0,1016.8,10,2013-01-02 18:00:00.000000 +00:00
LGA,2013,1,2,14,33.98,14,43.33,330,17.2617,21.86482,0,1017.3,10,2013-01-02 19:00:00.000000 +00:00
LGA,2013,1,2,15,33.08,12.92,42.84,310,18.41248,,0,1017.8,10,2013-01-02 20:00:00.000000 +00:00
LGA,2013,1,2,16,33.08,15.08,47.1,310,14.96014,,0,1018.3,10,2013-01-02 21:00:00.000000 +00:00
LGA,2013,1,2,17,32,14,46.92,300,16.11092,,0,1019.2,10,2013-01-02 22:00:00.000000 +00:00
LGA,2013,1,2,18,32,14,46.92,310,14.96014,,0,1019.8,10,2013-01-02 23:00:00.000000 +00:00
LGA,2013,1,2,19,30.92,14,49.01,310,12.65858,,0,1019.9,10,2013-01-03 00:00:00.000000 +00:00
LGA,2013,1,2,20,30.92,14,49.01,310,9.20624,,0,1020.3,10,2013-01-03 01:00:00.000000 +00:00
LGA,2013,1,2,21,30.92,15.98,53.44,300,14.96014,21.86482,0,1020.9,10,2013-01-03 02:00:00.000000 +00:00
LGA,2013,1,2,22,30.92,15.98,53.44,320,12.65858,,0,1021.3,10,2013-01-03 03:00:00.000000 +00:00
LGA,2013,1,2,23,30.02,15.98,55.42,300,13.80936,,0,1021.8,10,2013-01-03 04:00:00.000000 +00:00
LGA,2013,1,3,0,30.02,17.96,60.38,310,14.96014,,0,1021.5,10,2013-01-03 05:00:00.000000 +00:00
LGA,2013,1,3,1,30.02,17.06,58.08,320,11.5078,,0,1021.8,10,2013-01-03 06:00:00.000000 +00:00
LGA,2013,1,3,2,28.94,17.06,60.69,320,14.96014,,0,1021.9,10,2013-01-03 07:00:00.000000 +00:00
LGA,2013,1,3,3,28.94,15.98,57.92,330,13.80936,,0,1021.7,10,2013-01-03 08:00:00.000000 +00:00
LGA,2013,1,3,4,28.04,15.98,60.1,340,11.5078,,0,1021.7,10,2013-01-03 09:00:00.000000 +00:00
LGA,2013,1,3,5,26.96,15.08,60.41,330,8.05546,,0,1021.9,10,2013-01-03 10:00:00.000000 +00:00
LGA,2013,1,3,6,26.06,15.08,62.7,330,12.65858,,0,1022.1,10,2013-01-03 11:00:00.000000 +00:00
LGA,2013,1,3,7,26.06,15.08,62.7,330,10.35702,,0,1022,10,2013-01-03 12:00:00.000000 +00:00
LGA,2013,1,3,8,26.06,15.08,62.7,330,9.20624,,0,1022.1,10,2013-01-03 13:00:00.000000 +00:00
LGA,2013,1,3,9,26.06,15.08,62.7,330,8.05546,,0,1022.5,10,2013-01-03 14:00:00.000000 +00:00
LGA,2013,1,3,10,26.96,15.08,60.41,310,9.20624,,0,1021.8,10,2013-01-03 15:00:00.000000 +00:00
LGA,2013,1,3,11,28.94,14,53.13,320,5.7539,,0,1020.8,10,2013-01-03 16:00:00.000000 +00:00
LGA,2013,1,3,12,30.92,12.92,46.74,270,6.90468,,0,1019.6,10,2013-01-03 17:00:00.000000 +00:00
LGA,2013,1,3,13,32,12.02,43,250,10.35702,17.2617,0,1019,10,2013-01-03 18:00:00.000000 +00:00
LGA,2013,1,3,14,33.08,12.02,41.17,,5.7539,,0,1018.4,10,2013-01-03 19:00:00.000000 +00:00
LGA,2013,1,3,15,33.08,12.02,41.17,260,10.35702,17.2617,0,1018.3,10,2013-01-03 20:00:00.000000 +00:00
LGA,2013,1,3,16,33.08,12.92,42.84,260,13.80936,,0,1018.6,10,2013-01-03 21:00:00.000000 +00:00
LGA,2013,1,3,17,32,14,46.92,250,10.35702,,0,1019,10,2013-01-03 22:00:00.000000 +00:00
LGA,2013,1,3,18,32,14,46.92,220,12.65858,18.41248,0,1019.2,10,2013-01-03 23:00:00.000000 +00:00
LGA,2013,1,3,19,33.08,14,44.92,260,11.5078,19.56326,0,1019.4,10,2013-01-04 00:00:00.000000 +00:00
LGA,2013,1,3,20,33.08,14,44.92,260,10.35702,20.71404,0,1019,10,2013-01-04 01:00:00.000000 +00:00
LGA,2013,1,3,21,33.08,15.08,47.1,260,17.2617,23.0156,0,1018.8,10,2013-01-04 02:00:00.000000 +00:00
LGA,2013,1,3,22,33.98,15.98,47.25,260,14.96014,23.0156,0,1018.6,10,2013-01-04 03:00:00.000000 +00:00
LGA,2013,1,3,23,33.98,17.06,49.51,270,11.5078,21.86482,0,1018,10,2013-01-04 04:00:00.000000 +00:00
LGA,2013,1,4,0,33.98,17.96,51.47,260,12.65858,19.56326,0,1017.6,10,2013-01-04 05:00:00.000000 +00:00
LGA,2013,1,4,1,33.98,17.96,51.47,260,17.2617,21.86482,0,1017.7,10,2013-01-04 06:00:00.000000 +00:00
LGA,2013,1,4,2,33.98,17.96,51.47,260,11.5078,19.56326,0,1018,10,2013-01-04 07:00:00.000000 +00:00
LGA,2013,1,4,3,33.98,17.96,51.47,270,14.96014,19.56326,0,1017.7,10,2013-01-04 08:00:00.000000 +00:00
LGA,2013,1,4,4,33.98,19.04,53.91,260,14.96014,24.16638,0,1017.7,10,2013-01-04 09:00:00.000000 +00:00
LGA,2013,1,10,15,46.94,23,38.56,320,11.5078,,0,1032.1,10,2013-01-10 20:00:00.000000 +00:00
LGA,2013,1,4,5,35.06,19.04,51.64,270,16.11092,24.16638,0,1018,10,2013-01-04 10:00:00.000000 +00:00
LGA,2013,1,4,6,35.06,19.94,53.66,250,14.96014,27.61872,0,1018.2,10,2013-01-04 11:00:00.000000 +00:00
LGA,2013,1,4,7,35.06,19.04,51.64,260,19.56326,27.61872,0,1018.2,10,2013-01-04 12:00:00.000000 +00:00
LGA,2013,1,4,8,35.06,19.94,53.66,250,16.11092,25.31716,0,1018.6,10,2013-01-04 13:00:00.000000 +00:00
LGA,2013,1,4,9,35.06,21.02,56.18,270,19.56326,27.61872,0,1018.7,10,2013-01-04 14:00:00.000000 +00:00
LGA,2013,1,4,10,35.96,19.04,49.83,270,13.80936,26.46794,0,1017.8,10,2013-01-04 15:00:00.000000 +00:00
LGA,2013,1,4,11,35.96,17.96,47.57,260,18.41248,27.61872,0,1016.5,10,2013-01-04 16:00:00.000000 +00:00
LGA,2013,1,4,12,37.04,19.04,47.75,270,17.2617,28.7695,0,1015.3,10,2013-01-04 17:00:00.000000 +00:00
LGA,2013,1,4,13,37.94,17.96,44,270,13.80936,25.31716,0,1014.6,10,2013-01-04 18:00:00.000000 +00:00
LGA,2013,1,4,14,37.94,19.04,46.09,250,14.96014,23.0156,0,1014.2,10,2013-01-04 19:00:00.000000 +00:00
LGA,2013,1,4,15,37.94,19.04,46.09,260,17.2617,26.46794,0,1014.1,10,2013-01-04 20:00:00.000000 +00:00
LGA,2013,1,4,16,37.04,19.04,47.75,260,17.2617,25.31716,0,1014.4,10,2013-01-04 21:00:00.000000 +00:00
LGA,2013,1,4,17,37.04,19.94,49.62,260,16.11092,27.61872,0,1014.6,10,2013-01-04 22:00:00.000000 +00:00
LGA,2013,1,4,18,37.04,19.94,49.62,270,17.2617,27.61872,0,1015,10,2013-01-04 23:00:00.000000 +00:00
LGA,2013,1,4,19,37.04,19.04,47.75,260,18.41248,28.7695,0,1015,10,2013-01-05 00:00:00.000000 +00:00
LGA,2013,1,4,20,35.96,19.04,49.83,260,13.80936,23.0156,0,1015.1,10,2013-01-05 01:00:00.000000 +00:00
LGA,2013,1,4,21,35.96,19.04,49.83,250,10.35702,,0,1015.3,10,2013-01-05 02:00:00.000000 +00:00
LGA,2013,1,4,22,35.96,17.96,47.57,260,12.65858,18.41248,0,1016,10,2013-01-05 03:00:00.000000 +00:00
LGA,2013,1,4,23,35.96,17.96,47.57,240,10.35702,19.56326,0,1016.3,10,2013-01-05 04:00:00.000000 +00:00
LGA,2013,1,5,0,35.96,17.06,45.76,260,10.35702,19.56326,0,1016.8,10,2013-01-05 05:00:00.000000 +00:00
LGA,2013,1,5,1,35.06,17.06,47.42,290,13.80936,23.0156,0,1017.4,10,2013-01-05 06:00:00.000000 +00:00
LGA,2013,1,5,2,35.06,15.98,45.26,270,13.80936,23.0156,0,1018.5,10,2013-01-05 07:00:00.000000 +00:00
LGA,2013,1,5,3,33.98,17.06,49.51,270,10.35702,,0,1018.8,10,2013-01-05 08:00:00.000000 +00:00
LGA,2013,1,5,4,33.98,17.06,49.51,280,14.96014,21.86482,0,1019.5,10,2013-01-05 09:00:00.000000 +00:00
LGA,2013,1,5,5,33.98,17.06,49.51,260,11.5078,20.71404,0,1020.6,10,2013-01-05 10:00:00.000000 +00:00
LGA,2013,1,5,6,33.98,17.06,49.51,260,11.5078,21.86482,0,1021.8,10,2013-01-05 11:00:00.000000 +00:00
LGA,2013,1,5,7,33.98,17.96,51.47,260,11.5078,,0,1022.6,10,2013-01-05 12:00:00.000000 +00:00
LGA,2013,1,5,8,35.96,19.04,49.83,280,13.80936,,0,1023.8,10,2013-01-05 13:00:00.000000 +00:00
LGA,2013,1,5,9,37.94,19.04,46.09,280,8.05546,,0,1024.4,10,2013-01-05 14:00:00.000000 +00:00
LGA,2013,1,5,10,39.92,21.02,46.41,310,17.2617,27.61872,0,1024.6,10,2013-01-05 15:00:00.000000 +00:00
LGA,2013,1,5,11,41,21.02,44.51,340,18.41248,24.16638,0,1024.2,10,2013-01-05 16:00:00.000000 +00:00
LGA,2013,1,5,12,42.08,21.02,42.69,330,12.65858,20.71404,0,1023.6,10,2013-01-05 17:00:00.000000 +00:00
LGA,2013,1,5,13,42.98,21.92,42.84,320,10.35702,,0,1023.6,10,2013-01-05 18:00:00.000000 +00:00
LGA,2013,1,5,14,42.98,19.94,39.38,310,9.20624,,0,1023.9,10,2013-01-05 19:00:00.000000 +00:00
LGA,2013,1,5,15,42.98,19.04,37.9,260,8.05546,,0,1023.7,10,2013-01-05 20:00:00.000000 +00:00
LGA,2013,1,5,16,42.08,21.02,42.69,280,5.7539,,0,1024,10,2013-01-05 21:00:00.000000 +00:00
LGA,2013,1,5,17,41,19.04,40.9,260,9.20624,,0,1024.5,10,2013-01-05 22:00:00.000000 +00:00
LGA,2013,1,5,18,39.92,21.92,48.21,0,0,,0,1024.4,10,2013-01-05 23:00:00.000000 +00:00
LGA,2013,1,5,19,39.92,21.02,46.41,210,5.7539,,0,1024.7,10,2013-01-06 00:00:00.000000 +00:00
