1|5
1|7
1|8
1|9
2|6
2|7
2|9
2|11
2|18
3|5
3|7
3|20
4|7
4|9
4|10
5|5
5|7
5|8
5|16
6|7
6|8
6|9
6|11
6|22
7|7
7|8
7|9
7|24
8|1
8|7
8|8
8|9
8|14
9|5
9|7
9|13
10|7
10|8
10|16
11|5
11|7
11|8
11|9
12|7
12|10
12|18
13|7
13|9
13|16
14|5
14|7
14|8
14|9
15|5
15|6
15|7
15|9
15|18
15|24
16|6
16|7
16|8
16|9
17|5
17|7
17|10
17|18
18|5
18|7
18|8
18|9
18|16
19|5
19|7
19|9
20|1
20|2
20|6
20|7
20|8
20|11
20|20
21|7
21|9
21|20
22|5
22|7
23|7
23|9
23|12
24|2
24|7
24|9
24|11
24|13
25|7
25|9
26|3
26|7
26|9
26|13
27|5
27|6
27|7
27|14
28|5
28|7
28|9
29|2
29|5
29|7
29|9
30|7
30|12
31|6
31|7
31|9
31|13
31|15
32|6
32|7
32|13
33|6
33|7
34|2
34|7
34|9
34|14
35|2
35|5
35|7
35|9
35|16
36|5
36|7
36|9
36|12
36|20
37|2
37|7
37|9
38|7
38|15
39|5
39|7
39|16
39|24
40|5
40|7
40|9
41|9
41|12
41|20
42|5
42|12
42|16
43|12
44|12
45|6
45|12
46|12
46|17
46|18
47|12
48|12
48|20
49|10
49|12
49|18
49|20
50|12
51|12
52|1
52|12
53|1
53|12
54|12
55|12
56|12
57|12
58|12
59|12
60|12
61|12
62|12
62|24
63|12
64|12
65|12
66|12
67|12
68|10
68|12
69|12
69|24
70|12
71|12
72|12
73|12
74|12
75|12
76|12
77|12
78|18
78|20
79|6
79|18
80|18
81|10
81|18
82|6
82|10
82|18
83|18
84|8
84|18
85|6
85|18
86|18
87|18
88|6
88|18
89|18
90|18
91|1
91|17
91|18
91|22
92|18
93|1
93|18
93|24
94|13
94|18
95|18
96|18
97|18
98|18
99|18
100|17
100|18
101|18
102|1
102|18
103|13
103|18
104|18
105|18
106|18
107|18
108|18
109|18
110|18
111|18
112|6
113|2
113|6
114|6
115|6
116|1
116|6
116|13
117|6
118|6
119|6
120|6
121|6
121|11
121|13
122|6
123|6
124|6
124|20
125|6
126|6
127|6
128|6
129|6
130|6
131|6
131|24
132|6
133|6
134|6
135|6
136|6
137|6
138|6
139|5
139|9
139|16
140|16
141|16
142|8
142|16
142|22
143|1
143|8
143|16
144|16
145|16
146|16
146|24
147|16
148|16
148|20
148|22
149|1
149|8
149|16
150|8
150|16
151|16
152|8
152|16
153|16
154|16
155|16
156|16
157|14
157|16
158|16
159|1
159|16
160|16
161|16
162|16
162|20
162|22
163|16
164|16
165|16
166|16
166|22
167|16
167|22
168|16
169|16
170|16
171|16
171|24
172|8
172|9
173|1
173|8
174|5
174|8
175|5
175|8
176|8
177|8
178|8
179|8
180|8
181|8
181|15
182|1
182|8
183|8
183|20
184|8
185|8
186|8
187|8
188|2
188|8
188|11
189|8
190|2
190|8
191|8
192|8
193|8
194|8
195|2
195|13
196|2
196|9
197|2
197|9
198|2
198|20
199|2
199|5
199|9
200|2
201|2
202|2
202|13
202|14
203|2
203|14
203|22
204|2
204|13
204|14
204|20
205|2
206|2
207|2
207|14
208|2
209|2
209|20
210|2
211|2
212|2
213|2
213|13
213|15
214|2
214|20
215|2
216|2
216|14
217|2
218|2
219|2
220|2
221|2
221|13
222|2
223|2
223|3
223|22
224|2
224|14
225|2
226|9
227|5
227|9
227|22
228|5
228|9
229|5
229|9
229|15
230|5
230|9
231|9
231|11
231|13
232|9
232|15
233|9
233|20
234|5
234|17
235|13
235|14
235|17
236|17
236|22
237|17
238|14
238|15
238|17
239|17
240|17
241|17
242|17
243|17
244|17
245|17
246|17
247|17
248|17
249|17
250|1
250|17
250|24
251|17
252|17
253|17
254|17
255|17
256|17
257|17
258|17
259|17
260|17
261|17
262|17
263|17
264|17
265|17
266|17
267|17
268|13
269|13
270|3
270|13
270|15
271|13
272|13
272|19
273|13
274|13
274|14
274|15
275|13
276|13
277|13
278|13
279|13
280|13
280|15
281|13
282|13
283|13
284|13
284|14
285|13
285|15
286|13
287|13
288|13
289|13
289|15
290|13
291|13
292|1
292|14
293|5
293|14
294|14
295|14
296|14
297|14
297|20
298|14
299|14
300|14
301|14
301|22
302|14
303|14
304|14
304|20
305|14
306|14
307|14
308|14
309|14
310|14
311|14
312|14
313|14
314|14
315|14
316|22
316|24
317|24
318|24
319|24
320|24
321|24
322|24
323|24
324|24
325|24
326|24
327|24
328|24
329|24
330|24
331|24
332|24
333|24
334|24
335|24
336|24
337|24
338|24
339|24
340|24
341|24
342|24
343|24
344|24
345|24
346|10
346|15
346|20
347|10
348|10
349|10
349|20
350|10
351|10
351|20
352|10
353|10
353|20
354|10
355|10
356|10
357|10
358|10
359|10
360|10
361|10
361|21
362|10
363|10
363|21
364|10
364|21
365|10
365|21
366|10
366|21
367|10
368|10
369|10
369|21
370|10
371|10
372|10
373|10
374|10
375|10
376|10
377|10
378|10
379|21
380|21
381|21
382|21
383|21
384|21
385|21
386|21
387|21
388|21
389|21
390|21
391|21
392|21
393|21
394|21
395|21
396|21
397|21
398|21
399|21
400|21
401|21
402|21
403|21
404|21
405|21
406|21
407|21
408|21
409|21
410|21
411|21
412|21
413|15
413|19
414|19
415|19
416|3
416|19
417|3
417|19
418|19
419|3
419|19
420|19
421|19
422|19
423|19
424|19
425|19
426|19
427|19
428|19
429|19
430|19
431|19
432|19
433|19
434|19
435|19
436|19
437|19
438|19
439|19
440|19
441|19
442|19
443|19
444|19
445|19
446|19
447|19
448|19
449|19
450|19
451|19
452|3
453|3
454|3
455|3
456|3
457|3
458|3
459|3
460|3
461|3
462|3
463|3
464|3
465|3
466|3
467|3
467|11
468|3
469|3
470|3
471|3
472|3
473|3
474|3
475|3
476|3
477|3
478|3
479|3
480|3
481|3
482|3
483|23
484|23
485|23
486|23
487|23
488|23
489|23
490|23
491|23
492|23
493|23
494|23
495|23
496|23
497|23
498|23
499|23
500|23
