1|1|1
2|2|1
3|3|1
4|4|1
5|5|1
6|6|1
7|7|1
8|8|1
9|9|1
10|1|1
11|3|1
12|10|1
13|1|1
14|3|1
15|11|1
16|12|1
17|13|1
18|14|1
19|9|1
20|15|1
21|16|1
22|9|1
23|17|1
24|18|1
25|19|1
26|20|1
26|21|2
26|22|3
26|23|4
27|9|1
28|3|1
29|9|1
30|24|1
31|25|1
32|2|1
33|26|1
34|27|1
35|28|1
36|24|1
37|29|1
38|1|1
39|30|1
40|31|1
41|24|1
42|32|1
43|24|1
44|32|1
44|33|2
45|34|1
46|35|1
47|24|1
48|24|1
49|12|1
50|36|1
51|24|1
52|6|1
53|37|1
54|38|1
55|39|1
56|38|1
57|24|1
58|40|1
59|39|1
60|39|1
61|41|1
62|42|1
63|39|1
64|39|1
65|39|1
66|39|1
67|39|1
68|43|1
69|44|1
70|45|1
71|39|1
72|46|1
73|47|1
74|39|1
75|48|1
76|49|1
77|50|1
78|35|1
79|24|1
80|51|1
81|13|1
82|52|1
83|16|1
84|53|1
85|54|1
86|55|1
87|35|1
88|56|1
89|57|1
90|10|1
91|58|1
92|56|1
93|58|1
94|59|1
94|60|2
94|61|3
94|62|4
95|63|1
96|24|1
97|56|1
98|56|1
99|64|1
100|35|1
101|65|1
102|66|1
103|67|1
104|68|1
105|63|1
106|69|1
107|70|1
108|56|1
109|35|1
110|71|1
111|58|1
112|34|1
113|55|1
114|11|1
115|11|1
116|72|1
117|11|1
118|11|1
119|11|1
120|11|1
121|2|1
122|11|1
123|11|1
124|11|1
125|11|1
126|11|1
127|11|1
128|11|1
129|11|1
130|11|1
131|73|1
132|34|1
133|55|1
134|11|1
135|11|1
136|34|1
137|74|1
138|34|1
139|75|1
140|1|1
141|76|1
142|64|1
143|77|1
144|78|1
145|79|1
146|30|1
147|80|1
148|36|1
149|81|1
150|64|1
151|82|1
152|83|1
153|84|1
154|84|1
155|85|1
156|84|1
157|86|1
158|78|1
159|87|1
160|88|1
161|76|1
162|83|1
163|83|1
164|83|1
165|39|1
166|84|1
167|39|1
168|89|1
169|90|1
170|1|1
171|44|1
172|77|1
172|91|2
173|6|1
174|86|1
175|3|1
176|6|1
177|92|1
178|28|1
179|93|1
180|94|1
181|95|1
182|37|1
183|24|1
184|75|1
185|96|1
186|86|1
187|97|1
188|98|1
189|7|1
190|99|1
191|100|1
192|101|1
192|102|2
192|103|3
192|104|4
192|105|5
192|106|6
192|107|7
192|108|8
192|109|9
192|110|10
192|111|11
192|112|12
193|93|1
194|31|1
195|113|1
196|114|1
197|115|1
198|95|1
199|9|1
200|116|1
201|94|1
202|117|1
203|118|1
203|119|2
203|120|3
203|121|4
203|122|5
203|123|6
203|124|7
203|125|8
203|126|9
203|127|10
203|128|11
203|129|12
203|130|13
203|131|14
203|132|15
203|133|16
203|134|17
203|135|18
203|136|19
203|137|20
203|138|21
203|139|22
203|140|23
203|141|24
203|142|25
203|143|26
203|144|27
203|145|28
203|146|29
203|147|30
203|148|31
203|149|32
203|150|33
203|151|34
203|152|35
203|153|36
203|154|37
203|155|38
203|156|39
203|157|40
203|158|41
203|159|42
203|160|43
203|161|44
203|162|45
203|163|46
203|164|47
203|165|48
203|166|49
203|167|50
203|168|51
203|169|52
203|170|53
203|171|54
203|172|55
203|173|56
203|174|57
203|175|58
203|176|59
203|177|60
203|178|61
203|179|62
203|180|63
203|181|64
203|182|65
203|183|66
203|184|67
203|185|68
203|186|69
203|187|70
203|188|71
203|189|72
203|190|73
203|191|74
203|192|75
203|193|76
203|194|77
203|195|78
203|196|79
203|197|80
203|198|81
203|199|82
203|200|83
203|201|84
203|202|85
203|203|86
203|204|87
203|205|88
203|206|89
203|207|90
203|208|91
203|209|92
203|210|93
203|211|94
203|212|95
203|213|96
203|214|97
203|215|98
203|216|99
203|217|100
203|218|101
203|219|102
203|220|103
203|221|104
203|222|105
203|223|106
203|224|107
203|225|108
203|226|109
203|227|110
203|228|111
203|229|112
203|230|113
203|231|114
203|232|115
203|233|116
203|234|117
203|235|118
203|236|119
203|237|120
203|238|121
203|239|122
203|240|123
203|241|124
203|242|125
203|243|126
203|244|127
203|245|128
203|246|129
203|247|130
203|248|131
203|249|132
203|250|133
203|251|134
203|252|135
203|253|136
203|254|137
203|255|138
203|256|139
203|257|140
203|258|141
203|259|142
203|260|143
203|261|144
203|262|145
203|263|147
203|264|148
203|265|149
203|266|150
203|267|151
203|268|152
203|269|153
203|270|154
203|271|155
203|272|156
203|273|157
203|274|158
203|275|159
203|276|160
203|277|161
203|278|162
203|279|164
203|280|165
203|281|166
203|282|167
203|283|168
203|284|169
203|285|170
203|286|171
203|287|172
203|288|173
203|289|175
203|290|176
203|291|177
203|292|178
203|293|179
203|294|180
203|295|181
203|296|182
203|297|183
203|298|184
203|299|185
203|300|186
203|301|187
